sender,receiver
wallet_28,wallet_1
wallet_67,wallet_79
wallet_41,scam_wallet
wallet_73,wallet_82
wallet_51,wallet_47
wallet_35,wallet_75
wallet_53,wallet_56
wallet_63,wallet_18
wallet_23,wallet_46
wallet_91,wallet_26
wallet_87,wallet_31
wallet_33,wallet_71
wallet_89,wallet_58
wallet_3,wallet_22
wallet_16,wallet_67
wallet_50,wallet_17
wallet_16,wallet_55
wallet_63,wallet_69
wallet_31,wallet_5
wallet_69,wallet_74
wallet_21,wallet_91
wallet_51,wallet_81
wallet_94,wallet_31
wallet_6,wallet_77
wallet_32,wallet_65
wallet_47,wallet_21
wallet_39,wallet_71
wallet_29,wallet_28
wallet_56,scam_wallet
wallet_73,wallet_67
wallet_54,wallet_82
wallet_26,wallet_38
wallet_55,wallet_58
wallet_19,wallet_42
wallet_66,wallet_29
wallet_44,wallet_33
wallet_80,wallet_5
wallet_2,wallet_63
wallet_48,wallet_28
wallet_40,wallet_60
wallet_46,wallet_7
wallet_31,wallet_79
wallet_90,wallet_74
wallet_43,wallet_92
wallet_80,wallet_74
wallet_4,wallet_22
wallet_61,wallet_91
wallet_18,wallet_84
wallet_86,wallet_36
wallet_2,wallet_14
wallet_12,wallet_39
wallet_71,wallet_16
wallet_37,wallet_83
wallet_13,wallet_79
wallet_38,wallet_81
wallet_97,wallet_36
wallet_72,wallet_62
wallet_24,wallet_13
wallet_10,wallet_55
fraud_wallet,wallet_96
fraud_wallet,wallet_90
wallet_96,wallet_88
fraud_wallet,wallet_82
wallet_25,wallet_12
wallet_53,wallet_5
wallet_84,wallet_78
wallet_28,wallet_25
wallet_60,wallet_40
fraud_wallet,wallet_26
wallet_14,wallet_88
wallet_71,wallet_1
wallet_71,wallet_28
wallet_70,wallet_63
wallet_84,wallet_82
wallet_85,wallet_95
wallet_44,wallet_47
wallet_28,wallet_88
wallet_23,wallet_78
wallet_10,scam_wallet
wallet_96,wallet_1
wallet_23,wallet_55
wallet_84,wallet_93
fraud_wallet,wallet_98
wallet_41,wallet_30
wallet_47,wallet_19
wallet_91,wallet_76
wallet_70,wallet_6
wallet_75,wallet_68
wallet_34,wallet_54
wallet_99,wallet_26
fraud_wallet,wallet_93
fraud_wallet,wallet_25
wallet_40,wallet_59
wallet_54,wallet_65
wallet_7,wallet_91
wallet_28,wallet_59
wallet_97,wallet_63
wallet_33,wallet_64
wallet_39,wallet_64
wallet_16,wallet_59
wallet_52,wallet_57
wallet_1,wallet_21
wallet_59,wallet_39
wallet_65,wallet_69
wallet_39,wallet_13
wallet_57,wallet_45
wallet_82,wallet_68
wallet_59,wallet_68
wallet_67,wallet_90
wallet_10,wallet_36
wallet_57,wallet_85
wallet_28,wallet_95
wallet_60,scam_wallet
wallet_65,wallet_33
wallet_40,wallet_83
wallet_65,wallet_12
wallet_86,wallet_32
wallet_27,wallet_8
wallet_5,wallet_73
wallet_44,wallet_96
wallet_39,wallet_8
wallet_67,wallet_30
wallet_97,wallet_6
wallet_66,wallet_53
wallet_17,wallet_6
fraud_wallet,wallet_50
wallet_20,wallet_26
wallet_19,wallet_10
wallet_61,wallet_24
wallet_18,wallet_81
wallet_56,wallet_45
wallet_77,wallet_88
wallet_66,wallet_47
wallet_77,wallet_83
wallet_55,wallet_1
wallet_27,wallet_60
wallet_39,wallet_6
wallet_37,wallet_69
wallet_35,wallet_60
wallet_12,wallet_54
wallet_5,wallet_77
wallet_97,wallet_83
wallet_79,wallet_17
wallet_12,wallet_19
wallet_90,wallet_48
fraud_wallet,wallet_78
wallet_84,wallet_17
wallet_19,wallet_80
wallet_37,wallet_34
fraud_wallet,wallet_14
wallet_0,scam_wallet
wallet_38,wallet_46
wallet_32,wallet_65
wallet_24,wallet_2
wallet_75,wallet_82
wallet_92,wallet_77
wallet_25,wallet_97
wallet_99,scam_wallet
wallet_96,wallet_76
wallet_95,wallet_34
wallet_52,wallet_46
wallet_8,wallet_14
wallet_67,wallet_4
wallet_40,wallet_91
wallet_82,wallet_96
wallet_80,wallet_17
wallet_59,wallet_50
wallet_50,wallet_61
wallet_28,wallet_16
wallet_24,wallet_1
wallet_37,wallet_68
wallet_20,wallet_75
wallet_60,wallet_45
wallet_54,scam_wallet
wallet_9,wallet_25
wallet_77,wallet_40
wallet_29,wallet_82
wallet_46,wallet_63
wallet_20,wallet_30
wallet_84,wallet_27
wallet_51,wallet_16
wallet_64,wallet_9
wallet_94,wallet_82
wallet_9,wallet_36
wallet_67,wallet_64
wallet_46,wallet_61
wallet_44,wallet_7
wallet_14,wallet_0
wallet_76,wallet_94
wallet_37,wallet_1
wallet_8,wallet_22
wallet_42,wallet_12
wallet_52,wallet_42
wallet_47,wallet_70
wallet_93,wallet_33
wallet_26,wallet_20
wallet_7,wallet_23
wallet_5,wallet_21
wallet_47,wallet_13
wallet_13,wallet_51
wallet_50,wallet_70
wallet_43,wallet_82
wallet_86,wallet_65
wallet_99,wallet_6
wallet_68,wallet_45
fraud_wallet,wallet_54
wallet_75,scam_wallet
wallet_47,wallet_75
wallet_53,wallet_79
wallet_13,wallet_51
wallet_55,wallet_37
wallet_80,wallet_46
wallet_21,wallet_92
fraud_wallet,wallet_75
wallet_50,wallet_79
wallet_75,wallet_64
wallet_55,wallet_66
wallet_68,wallet_97
wallet_95,wallet_43
wallet_58,wallet_31
wallet_84,wallet_26
wallet_16,wallet_61
wallet_55,wallet_98
wallet_72,wallet_2
wallet_6,wallet_3
wallet_23,wallet_29
wallet_45,wallet_68
wallet_29,wallet_88
wallet_33,scam_wallet
wallet_43,wallet_52
wallet_72,wallet_56
wallet_33,wallet_57
wallet_5,wallet_4
wallet_63,wallet_16
wallet_80,wallet_74
wallet_36,wallet_32
wallet_71,wallet_81
fraud_wallet,wallet_97
wallet_24,wallet_70
wallet_50,wallet_60
wallet_16,wallet_33
wallet_26,wallet_48
wallet_28,wallet_30
wallet_9,wallet_94
wallet_39,wallet_12
wallet_20,wallet_23
wallet_40,wallet_98
wallet_39,wallet_36
wallet_58,wallet_18
wallet_98,wallet_42
wallet_75,wallet_3
wallet_86,wallet_66
wallet_42,wallet_53
wallet_2,wallet_79
wallet_91,wallet_17
wallet_2,wallet_52
wallet_18,wallet_89
wallet_31,wallet_60
wallet_69,wallet_30
wallet_12,wallet_33
wallet_60,wallet_43
wallet_41,wallet_90
wallet_59,scam_wallet
wallet_6,wallet_73
wallet_20,wallet_2
wallet_1,wallet_24
wallet_89,wallet_92
wallet_68,wallet_66
wallet_34,wallet_25
wallet_89,wallet_95
wallet_39,wallet_38
wallet_27,wallet_38
wallet_7,wallet_27
wallet_45,wallet_90
wallet_59,wallet_57
wallet_90,wallet_52
wallet_92,wallet_30
wallet_99,wallet_14
wallet_18,wallet_51
wallet_0,wallet_1
wallet_64,wallet_76
wallet_36,wallet_66
wallet_7,wallet_80
wallet_53,wallet_67
wallet_9,wallet_0
wallet_2,wallet_75
wallet_43,wallet_45
wallet_14,wallet_20
wallet_31,wallet_49
wallet_11,wallet_86
wallet_29,wallet_78
wallet_22,wallet_40
wallet_94,wallet_67
wallet_40,wallet_57
wallet_56,wallet_12
wallet_82,wallet_45
wallet_39,wallet_63
wallet_97,wallet_46
wallet_19,wallet_6
wallet_55,wallet_29
wallet_29,wallet_45
wallet_97,wallet_11
fraud_wallet,wallet_60
wallet_82,wallet_59
wallet_90,wallet_62
wallet_92,wallet_22
wallet_1,wallet_18
wallet_96,wallet_68
fraud_wallet,wallet_81
wallet_45,wallet_90
wallet_4,wallet_23
wallet_25,wallet_26
fraud_wallet,wallet_89
wallet_10,wallet_31
wallet_90,wallet_59
wallet_33,wallet_24
wallet_34,wallet_2
wallet_79,wallet_33
wallet_14,wallet_43
wallet_0,wallet_13
wallet_24,wallet_12
wallet_16,wallet_34
wallet_39,wallet_82
wallet_40,wallet_7
wallet_37,wallet_22
wallet_28,wallet_60
wallet_70,wallet_97
wallet_82,wallet_14
wallet_59,wallet_41
wallet_64,wallet_44
wallet_48,wallet_98
wallet_84,wallet_16
wallet_5,wallet_13
wallet_73,wallet_68
wallet_31,wallet_48
wallet_89,wallet_20
wallet_93,wallet_4
wallet_15,wallet_92
wallet_33,wallet_92
wallet_38,wallet_0
wallet_11,wallet_92
wallet_47,wallet_90
wallet_53,wallet_57
wallet_75,wallet_32
wallet_17,wallet_68
wallet_36,wallet_86
wallet_29,wallet_95
wallet_75,wallet_15
wallet_23,wallet_31
wallet_13,wallet_57
wallet_87,wallet_45
wallet_14,wallet_25
wallet_4,wallet_32
wallet_14,wallet_40
wallet_71,wallet_59
wallet_67,wallet_69
wallet_16,wallet_34
wallet_11,wallet_55
wallet_99,wallet_48
wallet_92,wallet_0
fraud_wallet,wallet_70
wallet_60,wallet_65
wallet_50,wallet_0
wallet_48,wallet_32
wallet_83,scam_wallet
wallet_98,wallet_90
wallet_31,wallet_43
wallet_14,wallet_22
wallet_80,wallet_64
wallet_6,wallet_48
wallet_12,wallet_57
wallet_17,wallet_79
wallet_77,wallet_8
wallet_41,wallet_92
wallet_87,wallet_88
wallet_71,wallet_30
wallet_95,wallet_8
wallet_92,wallet_10
wallet_6,wallet_33
wallet_70,wallet_1
wallet_84,wallet_35
wallet_89,wallet_33
wallet_30,wallet_13
fraud_wallet,scam_wallet
wallet_57,wallet_33
